,Image,Accuracy,F1,Jaccard,Recall,Precision
184,new_data\test\image\pexels-photo-259806_0,0.9865875244140625,0.9879408980532576,0.976169174461163,0.9873584336523432,0.9885240500768724
185,new_data\test\image\pexels-photo-260175_0,0.9914398193359375,0.9954714605145261,0.9909837514665467,0.9990926177976538,0.9918764578138825
186,new_data\test\image\pexels-photo-26138_0,0.985137939453125,0.9535659801678108,0.91125284738041,0.9726706866368411,0.9351973069010661
187,new_data\test\image\pexels-photo-262172_0,0.98748779296875,0.9909911889433324,0.982143246009451,0.9944216607134982,0.9875843041079092
188,new_data\test\image\pexels-photo-262214_0,0.999176025390625,0.9995849857050632,0.9991703157409542,0.999201020235699,0.9999692463826058
189,new_data\test\image\pexels-photo-264165_0,0.99481201171875,0.9973954343496246,0.9948044009779952,0.9997696383321816,0.9950324799388612
190,new_data\test\image\pexels-photo-264216_0,0.99725341796875,0.9986248204626715,0.99725341796875,0.99725341796875,1.0
191,new_data\test\image\pexels-photo-265720_hIUI3020WU_0,0.9800567626953125,0.9776110454459804,0.9562026673815428,0.9912460485635878,0.964346062859074
192,new_data\test\image\pexels-photo-265819_0,0.7190704345703125,0.6924888510297139,0.5296236682762321,0.9948171609559459,0.5310890784720621
193,new_data\test\image\pexels-photo-267447_0,0.6397247314453125,0.7802830794427746,0.6397247314453125,0.6397247314453125,1.0
194,new_data\test\image\pexels-photo-267751_nvo8tdciLn_0,0.9893341064453125,0.9930476124168249,0.9861912287633346,0.9889850823147176,0.9971436561201662
195,new_data\test\image\pexels-photo-267778_0,0.9971771240234375,0.9973993842866581,0.9948122598917585,0.9987050278700523,0.9960971500772147
196,new_data\test\image\pexels-photo-268004_0,0.9927825927734375,0.9658951618718005,0.9340398828615256,0.9710060887213685,0.960837756419452
197,new_data\test\image\pexels-photo-268791_0,0.989959716796875,0.9876917321361766,0.9756827672863003,0.9867688282564007,0.9886163639767833
198,new_data\test\image\pexels-photo-269393_0,0.991943359375,0.9938513135830073,0.9877777777777778,0.9959157000490116,0.9917954677513073
199,new_data\test\image\pexels-photo-270789_0,0.98773193359375,0.9924492862509391,0.9850117445285411,0.9969433962264151,0.9879955123410621
200,new_data\test\image\pexels-photo-270856_0,1.0,1.0,1.0,1.0,1.0
201,new_data\test\image\pexels-photo-270968_0,0.987396240234375,0.9913098369279326,0.9827694104885477,0.9954150732109278,0.9872383227509901
202,new_data\test\image\pexels-photo-271821_0,0.923797607421875,0.9603896000888339,0.923797607421875,0.923797607421875,1.0
203,new_data\test\image\pexels-photo-274078_0,0.9208831787109375,0.9041642792451435,0.8250910808257995,0.9277775670447218,0.8817231434751261
204,new_data\test\image\pexels-photo-274643_0,0.9951934814453125,0.997372438127174,0.9947586482304198,0.9978968452679019,0.9968485818618378
205,new_data\test\image\pexels-photo-275583_0,0.9690704345703125,0.955149905963049,0.9141501842361611,0.9335236365209117,0.977801938932681
206,new_data\test\image\pexels-photo-276080_0,0.9147186279296875,0.9525031656057992,0.9093136459516469,0.9930361129815359,0.915149337818639
207,new_data\test\image\pexels-photo-277062_0,0.932464599609375,0.9314287484894493,0.8716580641419707,0.8923853347187175,0.9740449110527851
208,new_data\test\image\pexels-photo-284006_0,0.981719970703125,0.9888638941047426,0.9779730822975656,0.9939826580953804,0.9837975807346576
209,new_data\test\image\pexels-photo-285977_0,0.9962005615234375,0.9944196678693888,0.9889012703365277,0.994575693728426,0.9942636909563503
210,new_data\test\image\pexels-photo-300849_0,0.899566650390625,0.7629645635263613,0.616768558951965,0.9753245557499309,0.6265452179570592
211,new_data\test\image\pexels-photo-300968_0,0.99609375,0.997528241768852,0.995068672586828,0.9970276582192971,0.9980293282327711
212,new_data\test\image\pexels-photo-301279_0,0.9932861328125,0.9958925337465694,0.9918186720217177,0.9942775126752162,0.9975128099637207
213,new_data\test\image\pexels-photo-301342_0,0.990753173828125,0.9854165663955335,0.9712523719165085,0.9916690884432819,0.9792423952554047
214,new_data\test\image\pexels-photo-302053_0,0.988555908203125,0.9909053428079451,0.9819746202653336,0.9951288421257733,0.986717542503864
215,new_data\test\image\pexels-photo-304648_0,0.9953460693359375,0.9950878549226135,0.9902237322905314,0.9981260702400568,0.9920680796403339
216,new_data\test\image\pexels-photo-305832_0,0.9831695556640625,0.7868599033816425,0.6486142083466072,0.8088994835121176,0.7659894657637322
217,new_data\test\image\pexels-photo-306980_0,0.991119384765625,0.9082597730138714,0.8319376263355472,0.8698671497584541,0.950197889182058
218,new_data\test\image\pexels-photo-310386_0,1.0,0.0,0.0,0.0,0.0
219,new_data\test\image\pexels-photo-310825_0,0.9895782470703125,0.0,0.0,0.0,0.0
220,new_data\test\image\pexels-photo-313690_0,0.87335205078125,0.8802896125998788,0.7861761599299276,0.999803426923959,0.7862976991059236
221,new_data\test\image\pexels-photo-314373_0,0.9983367919921875,0.9885636344559857,0.9773858921161825,0.9843292937735061,0.9928345626975764
222,new_data\test\image\pexels-photo-318209_0,0.9957275390625,0.9956314163572253,0.9913008357411377,0.9948243070495433,0.9964398363573904
223,new_data\test\image\pexels-photo-318236_0,0.8114013671875,0.8015923975857198,0.668881268752679,0.8013351306245587,0.8018498297899672
224,new_data\test\image\pexels-photo-318377_0,0.9147796630859375,0.9488604627738964,0.9026969580821631,1.0,0.9026969580821631
225,new_data\test\image\pexels-photo-319961_0,0.9977264404296875,0.9978887708111938,0.995786437418698,0.9960399400333777,0.9997444778831412
226,new_data\test\image\pexels-photo-321576_0,0.992156982421875,0.980217073358479,0.9612016908212561,0.998431864513094,0.9626549742969459
227,new_data\test\image\pexels-photo-322484_0,0.935821533203125,0.9031277350407665,0.8233663698975306,0.9525336442695428,0.8585942631924677
228,new_data\test\image\pexels-photo-325523_0,0.9956817626953125,0.9958251582161771,0.991685030116057,0.996663221615237,0.9949885030363775
229,new_data\test\image\pexels-photo-325686_nlDONZXWsV_0,1.0,1.0,1.0,1.0,1.0
230,new_data\test\image\pexels-photo-326603_0,0.9921417236328125,0.995880098877627,0.9917940056406253,0.9962706275909534,0.995489876211496
231,new_data\test\image\pexels-photo-327253_0,0.9961700439453125,0.9913379576905822,0.9828246886547146,0.9952189578713969,0.9874871089721554
232,new_data\test\image\pexels-photo-327538_0,0.9842071533203125,0.9920407268700446,0.9842071533203125,0.9842071533203125,1.0
233,new_data\test\image\pexels-photo-333994_12TQ3nQsnH_0,1.0,0.0,0.0,0.0,0.0
234,new_data\test\image\pexels-photo-339800_0,0.9971771240234375,0.9972792117067432,0.9945731886183632,0.9970299358936658,0.9975286121980641
235,new_data\test\image\pexels-photo-341004_8AgutZKy5e_0,0.988128662109375,0.9762312110472932,0.9535660996717398,0.9620641897994822,0.9908217054263566
236,new_data\test\image\pexels-photo-341392_0,0.98876953125,0.9292715740918701,0.8678872733800036,0.9767676767676767,0.8861803519061584
237,new_data\test\image\pexels-photo-346692_0,0.8768310546875,0.5099562894609033,0.34224250325945244,0.3422982885085575,0.9995240361732508
238,new_data\test\image\pexels-photo-346693_0,0.993316650390625,0.9817241091546357,0.964104245205704,0.9841880699406007,0.9792724548405893
239,new_data\test\image\pexels-photo-346736_0,0.985748291015625,0.9906437200729269,0.9814608971814212,0.9985863155343727,0.9828264758497317
240,new_data\test\image\pexels-photo-346750_0,0.767364501953125,0.0,0.0,0.0,0.0
241,new_data\test\image\pexels-photo-346808_0,0.9832305908203125,0.9204372692391226,0.8526019313304721,0.9233115468409586,0.917580831408776
242,new_data\test\image\pexels-photo-346842_0,0.98590087890625,0.980538354606344,0.9618197595140696,0.991734480848707,0.9695922022743366
243,new_data\test\image\pexels-photo-347024_0,0.7708282470703125,0.634155847319319,0.46429590526465975,0.46429590526465975,1.0
244,new_data\test\image\pexels-photo-351699_0,0.9784698486328125,0.9147586540204192,0.8429080382988199,0.8550937429410436,0.983374464216132
245,new_data\test\image\pexels-photo-354946_0,0.99261474609375,0.9930906495360456,0.9862761221538549,0.9896998150519277,0.9965047987394356
246,new_data\test\image\pexels-photo-354957_0,0.992950439453125,0.9946373850868233,0.9893319786639573,0.9976017509546429,0.9916905842051662
247,new_data\test\image\pexels-photo-354972_0,0.9864501953125,0.9926190674091929,0.9853462928431163,1.0,0.9853462928431163
248,new_data\test\image\pexels-photo-355005_0,0.9822540283203125,0.9808285116133393,0.962378287451881,0.9679833409253595,0.9940191787229777
249,new_data\test\image\pexels-photo-355036_0,1.0,1.0,1.0,1.0,1.0
250,new_data\test\image\pexels-photo-356170_D2OYiQ5pj5_0,0.9962158203125,0.9942376504484409,0.9885413297601996,0.9905551182925135,0.9979476654694716
251,new_data\test\image\pexels-photo-356176_0,0.9959564208984375,0.9923301785765969,0.9847771139705882,0.9939123376623377,0.9907530486042883
252,new_data\test\image\pexels-photo-356842_0,0.986083984375,0.9721968172672398,0.9458978465919202,0.9961266945711251,0.9493896993152724
253,new_data\test\image\pexels-photo-357275_0,0.5037994384765625,0.6674302778658431,0.5008595548733692,0.9991426559294528,0.5010749055618685
254,new_data\test\image\pexels-photo-364362_0,0.9847564697265625,0.9923142613151152,0.9847457627118644,0.9918335332656639,0.9927954555950677
255,new_data\test\image\pexels-photo-371163_0,0.99151611328125,0.9951784661278573,0.990403203534935,0.9975660639777468,0.9928022700532909
256,new_data\test\image\pexels-photo-371218_0,0.903839111328125,0.9460001370989854,0.8975334536526673,0.9968757900819879,0.9000652209359205
257,new_data\test\image\pexels-photo-371248_0,0.984649658203125,0.989643813053325,0.9794999286776843,0.9966616903043874,0.9827240758913968
258,new_data\test\image\pexels-photo-372021_0,0.968963623046875,0.9810275352585628,0.9627615752183226,0.9688634228126094,0.9935009729648032
259,new_data\test\image\pexels-photo-373899_0,0.99810791015625,0.996167635059958,0.9923645320197044,0.9978947368421053,0.9944465012958164
260,new_data\test\image\pexels-photo-374632_0,0.989471435546875,0.9866216845044207,0.9735966019974744,0.9957341891045711,0.9776744543498309
261,new_data\test\image\pexels-photo-374810_0,0.991058349609375,0.9951251164647944,0.9902975313343378,0.9960863338107451,0.9941657524683355
262,new_data\test\image\pexels-photo-374849_0,0.86566162109375,0.8476869312480537,0.7356394318830135,0.7506281022121454,0.9735733587664918
263,new_data\test\image\pexels-photo-374882_0,0.9698333740234375,0.9774667472104129,0.955926611231246,0.9737266389626905,0.9812356979405035
264,new_data\test\image\pexels-photo-374912_0,0.9994659423828125,0.0,0.0,0.0,0.0
265,new_data\test\image\pexels-photo-375382_0,0.993194580078125,0.9926492402017338,0.9854057591623037,0.9890304781923279,0.9962945808244558
266,new_data\test\image\pexels-photo-375880_0,0.9968109130859375,0.9983618507167883,0.9967290597220483,1.0,0.9967290597220483
267,new_data\test\image\pexels-photo-377945_0,0.9796600341796875,0.9799858865216281,0.9607571832312765,0.9783846984050846,0.9815923241194694
268,new_data\test\image\pexels-photo-378153_0,0.981903076171875,0.9532850165432488,0.9107398208775495,0.9880787131542419,0.9208583821626969
269,new_data\test\image\pexels-photo-384273_0,0.99591064453125,0.9921815741875255,0.9844844555085972,0.9908518820650274,0.9935148399158682
270,new_data\test\image\pexels-photo-386133_0,0.99884033203125,0.9994198296131179,0.99884033203125,0.99884033203125,1.0
271,new_data\test\image\pexels-photo-386140_0,0.9750823974609375,0.8841268714964876,0.7923184535164696,0.9711613406079501,0.8114092211513415
272,new_data\test\image\pexels-photo-388517_0,0.996307373046875,0.9981487997796918,0.996304440779427,0.996304440779427,1.0
273,new_data\test\image\pexels-photo-388622_0,0.91558837890625,0.9214450029820227,0.8543328856939727,0.8560460146170286,0.9976630484917438
274,new_data\test\image\pexels-photo-395196_0,0.990936279296875,0.9266847691927919,0.8633854645814167,0.9380309845077461,0.915609756097561
275,new_data\test\image\pexels-photo-406197_0,0.9457550048828125,0.9148727281434832,0.8431017742077853,0.934771971031513,0.8958030480656507
276,new_data\test\image\pexels-photo-411468_0,0.8517303466796875,0.8640503672612802,0.7606414425066509,0.9937246572697432,0.7643127645355313
277,new_data\test\image\pexels-photo-412840_0,0.9849090576171875,0.9919031986049596,0.9839364604989606,0.9981216944293411,0.9857617079441533
278,new_data\test\image\pexels-photo-413744_0,1.0,0.0,0.0,0.0,0.0
279,new_data\test\image\pexels-photo-413948_0,0.968505859375,0.9735933062101788,0.9485453593598085,0.9500611750605509,0.9983207829349566
280,new_data\test\image\pexels-photo-413979_0,0.9699249267578125,0.9824894945851582,0.965581671497922,0.9992049007029401,0.9663241410646255
281,new_data\test\image\pexels-photo-414012_0,0.9815826416015625,0.9462001337196345,0.897893579223416,0.9216741924279264,0.9720670391061452
282,new_data\test\image\pexels-photo-414029_0,0.8841094970703125,0.9128704011747295,0.8397070617534085,0.9989454919782068,0.8404520490071821
283,new_data\test\image\pexels-photo-414192_0,0.9533538818359375,0.9736285918858533,0.9486123485014036,0.9950452277255656,0.9531144439940549
284,new_data\test\image\pexels-photo-415188_0,0.9874114990234375,0.9844489265046842,0.9693741183458312,0.9744020299264898,0.9947051653207375
285,new_data\test\image\pexels-photo-415274_0,0.976715087890625,0.9797628835901653,0.9603286018821817,0.9781543757447372,0.981376690311097
286,new_data\test\image\pexels-photo-415556_0,0.996826171875,0.9980998666252535,0.9962069405693237,0.9971889089681105,0.9990124901706198
287,new_data\test\image\pexels-photo-416747_0,0.9101715087890625,0.9044643871407475,0.8255910410618,0.9375567742152542,0.8736284406545864
288,new_data\test\image\pexels-photo-42157_0,0.9838104248046875,0.0,0.0,0.0,0.0
289,new_data\test\image\pexels-photo-423366_0,0.89300537109375,0.915405959705634,0.8440079197348224,0.9938960494603374,0.8484055637550875
290,new_data\test\image\pexels-photo-424706_0,0.409423828125,0.5809804261216005,0.409423828125,0.409423828125,1.0
291,new_data\test\image\pexels-photo-428333_0,0.971466064453125,0.9845244794597636,0.9695206428373511,1.0,0.9695206428373511
292,new_data\test\image\pexels-photo-432498_0,1.0,1.0,1.0,1.0,1.0
293,new_data\test\image\pexels-photo-432689_0,0.2614898681640625,0.3981047369141038,0.24852107755609038,1.0,0.24852107755609038
294,new_data\test\image\pexels-photo-439851_0,0.9900054931640625,0.9834223380830655,0.9673853507942041,0.9703810998451626,0.9968188814776808
295,new_data\test\image\pexels-photo-442544_0,0.933807373046875,0.9627204289986594,0.9281204951036437,0.9967080679027723,0.9309743044244257
296,new_data\test\image\pexels-photo-450276_0,0.986083984375,0.9673446004010312,0.936754507628294,0.9546289752650177,0.9804035418783568
297,new_data\test\image\pexels-photo-45720_0,0.81500244140625,0.15323369185640454,0.08297405642538386,0.16952557564518622,0.1397986491652861
298,new_data\test\image\pexels-photo-458508_0,0.993408203125,0.996073655317834,0.9921780224157598,0.9927532293421744,0.9994163672509073
299,new_data\test\image\pexels-photo-458713_0,0.9600830078125,0.9740104911778732,0.949337671392052,0.9852276153150437,0.9630459126539753
300,new_data\test\image\pexels-photo-458771_0,0.983612060546875,0.9801654724089532,0.9611024591648256,0.973584767215761,0.9868357443010672
301,new_data\test\image\pexels-photo-460273_0,0.9931793212890625,0.9618372748228464,0.9264802631578948,0.9380516236469608,0.9868605466012614
302,new_data\test\image\pexels-photo-460550_0,0.9924468994140625,0.9945386541919966,0.9891366369661589,0.9952084437378556,0.9938697655957133
303,new_data\test\image\pexels-photo-462475_0,0.908111572265625,0.9318947773178621,0.87247469399856,0.9834343820117439,0.8854883081155434
304,new_data\test\image\pexels-photo-462620_0,0.9958343505859375,0.9882615986584684,0.9767955801104973,0.9777097158414156,0.9990437277232026
305,new_data\test\image\pexels-photo-47296_0,0.9712371826171875,0.9821612771957717,0.964947840154713,0.995969444551073,0.9687307484085351
306,new_data\test\image\pexels-photo-530024_0,0.92230224609375,0.90145914773387,0.8205968361343058,0.999871211470765,0.8206835799859056
307,new_data\test\image\pexels-photo-531474_0,0.9873046875,0.1297071129707113,0.06935123042505593,0.16489361702127658,0.10689655172413794
308,new_data\test\image\pexels-photo-532290_0,0.9727630615234375,0.9764527405843941,0.9539889160974352,0.9998108976956533,0.9541610807466226
309,new_data\test\image\pexels-photo-532301_0,0.90447998046875,0.9367344463758742,0.8809976427648087,0.9996764382320585,0.8812489303846812
310,new_data\test\image\pexels-photo-532400_0,0.9705657958984375,0.9793391527874471,0.959514764833043,0.986662638121547,0.9721235833209296
311,new_data\test\image\pexels-photo-534256_0,0.985931396484375,0.9927903412467549,0.985683896712886,0.9999212424786567,0.985760427342464
312,new_data\test\image\pexels-photo-546162_0,0.96630859375,0.9646979822850382,0.9318034407140872,0.9603679887948049,0.9690671977386612
313,new_data\test\image\pexels-photo-547116_0,0.9925079345703125,0.9784242211187767,0.9577598072952512,0.9913624220837044,0.9658193805847142
314,new_data\test\image\pexels-photo-551576_0,0.997772216796875,0.9273631840796019,0.8645640074211502,0.9893842887473461,0.8726591760299626
315,new_data\test\image\pexels-photo-551594_0,1.0,0.0,0.0,0.0,0.0
316,new_data\test\image\pexels-photo-551657_0,1.0,0.0,0.0,0.0,0.0
317,new_data\test\image\pexels-photo-551855_0,0.9928436279296875,0.8990312163616793,0.8165819319515056,0.8169014084507042,0.9995213020584012
318,new_data\test\image\pexels-photo-55529_0,1.0,0.0,0.0,0.0,0.0
319,new_data\test\image\pexels-photo-561652_0,0.9604339599609375,0.9594266848174748,0.9220173829358516,0.9508125542736633,0.9681983262276962
320,new_data\test\image\pexels-photo-562624_0,0.9942626953125,0.994240548985969,0.9885470606152909,0.9910526155067639,0.9974490579955128
321,new_data\test\image\pexels-photo-570093_0,0.9936981201171875,0.9549863760217984,0.9138506466416354,0.9266074450084603,0.9851585338430403
322,new_data\test\image\pexels-photo-573238_0,0.9900360107421875,0.9456059975010412,0.896824142834571,0.9087415946205571,0.9855877756554957
323,new_data\test\image\pexels-photo-573253_0,0.98968505859375,0.9857257485535706,0.9718532705999917,0.9780841434797184,0.9934876989869754
324,new_data\test\image\pexels-photo-573565_0,0.999298095703125,0.9319526627218935,0.8725761772853186,0.987460815047022,0.8823529411764706
325,new_data\test\image\pexels-photo-582429_0,0.9566802978515625,0.9493822097812328,0.9036418558870448,0.9662831633578921,0.9330623116282329
326,new_data\test\image\pexels-photo-582431_0,0.9908905029296875,0.9907305333436845,0.9816313344204793,0.9879846401585533,0.9934917323202441
327,new_data\test\image\pexels-photo-584306_0,0.9884796142578125,0.991835454673256,0.9838031492684601,0.9941252980706698,0.9895561357702349
328,new_data\test\image\pexels-photo-58571_MX1VrmUxeW_0,0.9949493408203125,0.9814472282943781,0.9635703279771076,0.969438600376481,0.9937570942111237
329,new_data\test\image\pexels-photo-58572_0,0.990692138671875,0.9447963800904977,0.8953687821612349,0.9740623250606456,0.9172377438060095
330,new_data\test\image\pexels-photo-586336_0,0.986602783203125,0.9900342784499785,0.9802652281411554,0.993032469602441,0.9870541372442513
331,new_data\test\image\pexels-photo-590140_0,0.9913177490234375,0.992676868428165,0.9854602136249808,0.9951744426094137,0.9901917991116133
332,new_data\test\image\pexels-photo-590513_0,0.99090576171875,0.9937798743451126,0.9876366502790052,0.9927645022728221,0.994797325532804
333,new_data\test\image\pexels-photo-590617_0,0.9646148681640625,0.9819887691937276,0.9646148681640625,0.9991307371349096,0.9654250851392007
334,new_data\test\image\pexels-photo-590798_0,0.965057373046875,0.9792928836241975,0.9594259390503189,0.9906333467491127,0.9682091260191675
335,new_data\test\image\pexels-photo-593349_0,0.986114501953125,0.9918109499298081,0.98375493153864,0.9881650438431331,0.9954838593131853
336,new_data\test\image\pexels-photo-593578_0,0.99957275390625,0.9997863313085681,0.99957275390625,0.99957275390625,1.0
337,new_data\test\image\pexels-photo-594685_0,0.987945556640625,0.986201837426206,0.9727792708979395,0.9883423770348329,0.9840705496880338
338,new_data\test\image\pexels-photo-596146_0,0.9350128173828125,0.5526730385463712,0.3818577648766328,0.8117864856525764,0.41894904458598725
339,new_data\test\image\pexels-photo-601319_0,0.9895782470703125,0.9889847592936054,0.9782095456865748,0.9825668963307163,0.995487012987013
340,new_data\test\image\pexels-photo-60682_0,0.991973876953125,0.9957814028840447,0.99159824936907,0.9990022850889897,0.9925812228191353
341,new_data\test\image\pexels-photo-612872_0,0.985260009765625,0.9879132153850003,0.9761151221441994,0.9896219793442295,0.9862103422433175
342,new_data\test\image\pexels-photo-614510_0,0.9993133544921875,0.9613733905579399,0.9256198347107438,0.9556313993174061,0.9671848013816926
343,new_data\test\image\pexels-photo-615491_0,0.9932861328125,0.9966014768128032,0.9932259753056009,0.9999380017979479,0.9932871439568899
344,new_data\test\image\pexels-photo-620331_0,0.97686767578125,0.9772043786839889,0.9554248750367539,0.9819588407724155,0.972495735192889
345,new_data\test\image\pexels-photo-620334_0,0.9911346435546875,0.9914499727753006,0.9830449120144745,0.9838488273606122,0.9991694844871567
346,new_data\test\image\pexels-photo-62376_0,0.9884796142578125,0.9132483051821211,0.8403467963628675,0.9013381719210706,0.9254774103400093
347,new_data\test\image\pexels-photo-62377_0,0.9689178466796875,0.0,0.0,0.0,0.0
348,new_data\test\image\pexels-photo-625393_0,0.9770965576171875,0.9873248832555037,0.9749670619235836,0.9891708967851099,0.9854857470373055
349,new_data\test\image\pexels-photo-627935_0,0.7816009521484375,0.8166199023715263,0.6900740548265558,0.6922926532562889,0.9953774557266453
350,new_data\test\image\pexels-photo-631037_0,0.9062652587890625,0.6308515113274442,0.4607619382022472,0.599132519118822,0.6661167512690356
351,new_data\test\image\pexels-photo-631214_0,0.9959259033203125,0.9978204259557065,0.9956503323341588,0.9969496280829963,0.9986927463764563
352,new_data\test\image\pexels-photo-631546_0,0.998626708984375,0.9991723833520313,0.9983461354698813,0.9993745631139399,0.9989702853780523
353,new_data\test\image\pexels-photo-633277_0,0.99639892578125,0.9810685063372373,0.9628404975594395,0.9799679487179487,0.9821715387086412
354,new_data\test\image\pexels-photo-634509_0,0.4807586669921875,0.5904709181278808,0.41891361144789196,0.998087798527198,0.41925009399459956
355,new_data\test\image\pexels-photo-63775_0,0.8226776123046875,0.6051978936640054,0.4338951675759938,0.8514482363062804,0.46943185411615895
356,new_data\test\image\pexels-photo-64609_0,0.9769744873046875,0.9263435349245863,0.8627932351336607,0.9116149486021712,0.9415558642587815
357,new_data\test\image\pexels-photo-667247_0,0.97247314453125,0.9758552385031318,0.952848928384736,0.9603793466807166,0.9918380672543258
358,new_data\test\image\pexels-photo-668927_0,1.0,1.0,1.0,1.0,1.0
359,new_data\test\image\pexels-photo-669276_0,1.0,0.0,0.0,0.0,0.0
360,new_data\test\image\pexels-photo-669277_0,0.9782562255859375,0.9801584538910316,0.9610889629184644,0.993732177644767,0.9669505494505495
361,new_data\test\image\pexels-photo-671613_0,0.9875640869140625,0.9926903862884203,0.9854868580383218,0.9886205294937297,0.99679389037987
362,new_data\test\image\pexels-photo-671804_0,0.9887847900390625,0.9898107714701602,0.9798270893371758,0.9960103785955416,0.9836878650942357
363,new_data\test\image\pexels-photo-673058_0,0.9739227294921875,0.0,0.0,0.0,0.0
364,new_data\test\image\pexels-photo-675927_0,0.9658203125,0.9668452680500873,0.9358184579238418,0.9544139563425966,0.9796046909210882
365,new_data\test\image\pexels-photo-679350_0,0.993377685546875,0.9876077893895265,0.975518953068592,0.9926529675123407,0.9826136363636364
366,new_data\test\image\pexels-photo-682013_0,0.7832794189453125,0.8784229132961832,0.7832033336894968,0.9013297732183323,0.8566515293174837
367,new_data\test\image\pexels-photo-682020_0,0.9395904541015625,0.9596189349353842,0.9223725490196079,0.9994263618594375,0.9228611225550781
368,new_data\test\image\pexels-photo-68441_0,0.8966217041015625,0.9027879414001406,0.8228016948265942,0.9718866817016281,0.8428625013396206
369,new_data\test\image\pexels-photo-688675_0,0.9847259521484375,0.9873228555869353,0.9749631074760511,0.990496518778269,0.9841694649935617
370,new_data\test\image\pexels-photo-690729_0,0.9773101806640625,0.9794332028602647,0.9596953434162736,0.9854439187308656,0.9734953671881444
371,new_data\test\image\pexels-photo-690737_0,1.0,0.0,0.0,0.0,0.0
372,new_data\test\image\pexels-photo-690903_0,0.9565887451171875,0.9692661690198663,0.9403651455761209,0.996623272759586,0.9433708337714226
373,new_data\test\image\pexels-photo-691034_0,1.0,0.0,0.0,0.0,0.0
374,new_data\test\image\pexels-photo-691232_SHDJullPaf_0,0.9853668212890625,0.9811291052559082,0.9629572405268647,0.9642608493850081,0.998598037252153
375,new_data\test\image\pexels-photo-691399_0,0.9935455322265625,0.9844719356851804,0.9694187391555813,0.9762650163815071,0.9928180068117873
376,new_data\test\image\pexels-photo-691861_0,0.98809814453125,0.9897489814693127,0.9797059971380252,0.9947429597928885,0.984804895909614
377,new_data\test\image\pexels-photo-694742_0,0.9865570068359375,0.9192261850187953,0.8505259586019681,0.8529862174578867,0.9966202783300199
378,new_data\test\image\pexels-photo-69494_0,0.9519500732421875,0.9612902432728122,0.9254656914956567,0.9339320689819901,0.9902996226223945
